date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:54:29	655728/655728	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2008:36:24%20GMT	http://eastboundgroup.com/images/services/dt.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/services/dt.png	(from http://eastboundgroup.com/)
22:54:30	13167/13167	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Jul%202023%2017:24:31%20GMT	http://eastboundgroup.com/adventure.php	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/adventure.html	(from http://eastboundgroup.com/)
22:55:57	531675/531675	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2008:36:29%20GMT	http://eastboundgroup.com/images/services/oe.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/services/oe.png	(from http://eastboundgroup.com/)
22:55:59	18044/18044	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Jul%202023%2017:25:59%20GMT	http://eastboundgroup.com/luxury-cruises.php	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/luxury-cruises.html	(from http://eastboundgroup.com/)
22:57:28	548811/548811	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2008:36:27%20GMT	http://eastboundgroup.com/images/services/ls.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/services/ls.png	(from http://eastboundgroup.com/)
22:57:30	19523/19523	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Jul%202023%2017:27:30%20GMT	http://eastboundgroup.com/photography-tours.php	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/photography-tours.html	(from http://eastboundgroup.com/)
22:58:57	622079/622079	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2008:36:29%20GMT	http://eastboundgroup.com/images/services/pt.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/services/pt.png	(from http://eastboundgroup.com/)
22:58:58	15413/15413	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Jul%202023%2017:28:59%20GMT	http://eastboundgroup.com/educational-tours.php	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/educational-tours.html	(from http://eastboundgroup.com/)
23:00:39	192775/192775	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2012:05:15%20GMT	http://eastboundgroup.com/images/Culture.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/Culture.png	(from http://eastboundgroup.com/)
23:00:47	791642/791642	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2008:36:27%20GMT	http://eastboundgroup.com/images/services/et.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/services/et.png	(from http://eastboundgroup.com/)
23:01:23	300012/300012	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2012:05:16%20GMT	http://eastboundgroup.com/images/Wildlife.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/Wildlife.png	(from http://eastboundgroup.com/)
23:01:47	354702/354702	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Apr%202023%2009:21:43%20GMT	http://eastboundgroup.com/images/hsbn.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/hsbn.png	(from http://eastboundgroup.com/)
23:05:21	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:22%20GMT	http://eastboundgroup.com/images/bg-parallax10.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax10.c3.delayed	(from http://eastboundgroup.com/css/style.css)
23:05:21	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:23%20GMT	http://eastboundgroup.com/images/bg-parallax11.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax11.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:22	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:23%20GMT	http://eastboundgroup.com/images/bg-parallax12.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax12.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:22	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:23%20GMT	http://eastboundgroup.com/images/bg-parallax13.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax13.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:22	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:24%20GMT	http://eastboundgroup.com/images/bg-parallax14.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax14.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:23	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:24%20GMT	http://eastboundgroup.com/images/bg-parallax15.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax15.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:23	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:25%20GMT	http://eastboundgroup.com/images/bg-parallax16.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax16.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:24	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:25%20GMT	http://eastboundgroup.com/images/bg-parallax17.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax17.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:24	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:25%20GMT	http://eastboundgroup.com/images/bg-parallax18.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax18.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:24	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:26%20GMT	http://eastboundgroup.com/images/bg-parallax19.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax19.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:25	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:26%20GMT	http://eastboundgroup.com/images/bg-parallax20.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax20.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:25	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:26%20GMT	http://eastboundgroup.com/images/bg-parallax21.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax21.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:25	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:27%20GMT	http://eastboundgroup.com/images/bg-parallax22.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax22.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:26	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:27%20GMT	http://eastboundgroup.com/images/restaurant/res-parallax0.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/restaurant/res-parallax0.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:26	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:27%20GMT	http://eastboundgroup.com/images/restaurant/res-parallax2.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/restaurant/res-parallax2.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:27	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:28%20GMT	http://eastboundgroup.com/images/restaurant/res-parallax3.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/restaurant/res-parallax3.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:27	3891/3891	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Jul%202023%2017:35:28%20GMT	http://eastboundgroup.com/images/bg-parallax23.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/bg-parallax23.jpg	(from http://eastboundgroup.com/css/style.css)
23:05:27	219/219	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2006:06:46%20GMT	http://eastboundgroup.com/images/close-light.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/close-light.png	(from http://eastboundgroup.com/css/style.css)
23:05:28	30747/30747	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202019%2006:04:32%20GMT	http://eastboundgroup.com/css/about-slider.css	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/css/about-slider.css	(from http://eastboundgroup.com/about-us.php)
23:06:11	285511/285511	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:14:17%20GMT	http://eastboundgroup.com/images/about-us/1.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/about-us/1.jpg	(from http://eastboundgroup.com/about-us.php)
23:06:14	283268/283268	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:14:17%20GMT	http://eastboundgroup.com/images/about-us/3.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/about-us/3.jpg	(from http://eastboundgroup.com/about-us.php)
23:06:15	592/592	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2006:14:18%20GMT	http://eastboundgroup.com/images/about-us/about-icon.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/about-us/about-icon.png	(from http://eastboundgroup.com/about-us.php)
23:06:32	388923/388923	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:14:17%20GMT	http://eastboundgroup.com/images/about-us/4.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/about-us/4.jpg	(from http://eastboundgroup.com/about-us.php)
23:06:41	48855/48855	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:16:10%20GMT	http://eastboundgroup.com/images/our_group/2hub_p.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/our_group/2hub_p.jpg	(from http://eastboundgroup.com/our-group.php)
23:06:44	463142/463142	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:14:17%20GMT	http://eastboundgroup.com/images/about-us/5.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/about-us/5.jpg	(from http://eastboundgroup.com/about-us.php)
23:06:51	38829/38829	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:16:12%20GMT	http://eastboundgroup.com/images/our_group/byond_p.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/our_group/byond_p.jpg	(from http://eastboundgroup.com/our-group.php)
23:06:59	44526/44526	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:16:14%20GMT	http://eastboundgroup.com/images/our_group/ebd_p.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/our_group/ebd_p.jpg	(from http://eastboundgroup.com/our-group.php)
23:07:03	15097/15097	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Jan%202023%2008:53:28%20GMT	http://eastboundgroup.com/images/our_group/bts.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/our_group/bts.png	(from http://eastboundgroup.com/our-group.php)
23:07:14	208756/208756	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jul%202022%2011:21:12%20GMT	http://eastboundgroup.com/images/our_group/Chime.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/our_group/Chime.png	(from http://eastboundgroup.com/our-group.php)
23:07:21	418862/418862	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2013:51:00%20GMT	http://eastboundgroup.com/images/about-us/ab.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/about-us/ab.png	(from http://eastboundgroup.com/about-us.php)
23:07:25	471390/471390	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:14:19%20GMT	http://eastboundgroup.com/images/about-us/6.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/about-us/6.jpg	(from http://eastboundgroup.com/about-us.php)
23:07:31	175030/175030	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202022%2010:20:41%20GMT	http://eastboundgroup.com/images/team/P.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/P.png	(from http://eastboundgroup.com/team.php)
23:07:45	115076/115076	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20May%202022%2010:33:51%20GMT	http://eastboundgroup.com/images/team/RESHMA.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/RESHMA.jpg	(from http://eastboundgroup.com/team.php)
23:07:45	188118/188118	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Sep%202022%2012:18:30%20GMT	http://eastboundgroup.com/images/team/team.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/team.png	(from http://eastboundgroup.com/team.php)
23:07:48	168153/168153	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202022%2010:05:35%20GMT	http://eastboundgroup.com/images/team/AK.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/AK.png	(from http://eastboundgroup.com/team.php)
23:08:19	210199/210199	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Feb%202023%2010:18:04%20GMT	http://eastboundgroup.com/images/team/ichcha.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/ichcha.jpg	(from http://eastboundgroup.com/team.php)
23:08:39	452622/452622	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2010:37:35%20GMT	http://eastboundgroup.com/images/team/RL.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/RL.png	(from http://eastboundgroup.com/team.php)
23:09:29	759888/759888	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2011:15:01%20GMT	http://eastboundgroup.com/images/team/Rohit.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/Rohit.png	(from http://eastboundgroup.com/team.php)
23:10:16	1131223/1131223	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Feb%202023%2008:46:03%20GMT	http://eastboundgroup.com/images/team/a.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/a.png	(from http://eastboundgroup.com/team.php)
23:11:47	1386647/1386647	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2007:35:08%20GMT	http://eastboundgroup.com/images/team/dipta.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/dipta.png	(from http://eastboundgroup.com/team.php)
23:12:05	781509/781509	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2009:05:28%20GMT	http://eastboundgroup.com/images/team/Ishwar.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/Ishwar.png	(from http://eastboundgroup.com/team.php)
23:12:12	71941/71941	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:39%20GMT	http://eastboundgroup.com/images/team/4.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/4.jpg	(from http://eastboundgroup.com/team.php)
23:12:23	118665/118665	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:39%20GMT	http://eastboundgroup.com/images/team/5.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/5.jpg	(from http://eastboundgroup.com/team.php)
23:12:37	150556/150556	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:39%20GMT	http://eastboundgroup.com/images/team/6.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/6.jpg	(from http://eastboundgroup.com/team.php)
23:13:03	113822/113822	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:41%20GMT	http://eastboundgroup.com/images/team/7.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/7.jpg	(from http://eastboundgroup.com/team.php)
23:14:16	92197/92197	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:41%20GMT	http://eastboundgroup.com/images/team/9.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/9.jpg	(from http://eastboundgroup.com/team.php)
23:14:17	140941/140941	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202023%2005:07:07%20GMT	http://eastboundgroup.com/images/team/wa.png	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/wa.png	(from http://eastboundgroup.com/team.php)
23:14:20	135864/135864	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:41%20GMT	http://eastboundgroup.com/images/team/8.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/8.jpg	(from http://eastboundgroup.com/team.php)
23:14:23	22855/22855	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:45%20GMT	http://eastboundgroup.com/images/team/ns-1.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/ns-1.jpg	(from http://eastboundgroup.com/team.php)
23:14:26	82040/82040	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:29%20GMT	http://eastboundgroup.com/images/team/10.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/10.jpg	(from http://eastboundgroup.com/team.php)
23:14:27	26861/26861	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:44%20GMT	http://eastboundgroup.com/images/team/ns-2.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/ns-2.jpg	(from http://eastboundgroup.com/team.php)
23:14:29	22202/22202	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:45%20GMT	http://eastboundgroup.com/images/team/ns-3.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/ns-3.jpg	(from http://eastboundgroup.com/team.php)
23:14:32	135531/135531	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:30%20GMT	http://eastboundgroup.com/images/team/11.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/11.jpg	(from http://eastboundgroup.com/team.php)
23:14:38	89919/89919	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202019%2006:17:29%20GMT	http://eastboundgroup.com/images/team/12.jpg	D:/Cpp/HTTrack-web-modification/eastboundgroup.com/images/team/12.jpg	(from http://eastboundgroup.com/team.php)
